id,company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr
71,ADANIPORTS,Mar 2017,46.24,64,22.26,1.2675,5.7841,0.1946,1434,2629,19,4.2333,7,22214,4063
72,ADANIPORTS,Mar 2018,32.59,63,17.65,1.0702,5.0671,0.2397,1762,3846,18,5.049,11,22370,5608
73,ADANIPORTS,Mar 2019,37.03,60,16.6,1.137,5.6931,0.194,1661,4368,19,5.887,1,27712,6029
74,ADANIPORTS,Mar 2020,31.88,50,14.87,1.188,4.0364,0.1918,6653,749,19,6.2702,17,30242,7402
75,ADANIPORTS,Mar 2021,40.23,69,16.59,1.1779,4.7251,0.1683,-6508,14064,25,7.4978,20,35855,7556
76,ADANIPORTS,Mar 2022,28.93,56,11.84,1.1462,4.4654,0.1741,4927,5493,23,9.9102,22,47935,10420
77,ADANIPORTS,Mar 2023,25.85,52,11.88,1.1772,4.7711,0.1852,-4816,16716,25,10.5067,20,53434,11900
78,ADANIPORTS,Mar 2024,30.34,58,15.35,0.9373,5.9495,0.2283,8250,6768,38,12.2171,16,49470,15018
79,ADANIPOWER,Mar 2013,-34.29,14,-53.46,9.7356,0.69,0.1224,-1063,4064,-10,0.1794,0,41795,3001
80,ADANIPOWER,Mar 2014,-1.9,30,-4.45,6.7477,1.1365,0.261,-1462,4700,-1,0.2278,0,44150,3238
81,ADANIPOWER,Mar 2015,-4.37,25,-14.25,7.8152,1.206,0.3195,1087,4737,-3,0.1993,0,44742,5824
82,ADANIPOWER,Mar 2016,2.17,35,7.38,7.0607,1.5469,0.3348,2565,2692,2,0.224,0,52729,5257
83,ADANIPOWER,Mar 2017,-27.3,26,-205.8,17.4947,0.3921,0.3163,3513,1212,-16,0.0778,0,52484,4725
84,ADANIPOWER,Mar 2018,-10.36,27,-236.56,59.4319,1.1113,0.292,4581,520,-5,0.023,0,52835,5101
85,ADANIPOWER,Mar 2019,-4.12,21,-12.76,6.0918,1.3136,0.3513,4626,984,-3,0.1999,0,46980,5610
86,ADANIPOWER,Mar 2020,-8.6,22,-35.1,8.517,1.1396,0.3528,3294,2304,-6,0.168,0,55199,5598
87,ADANIPOWER,Mar 2021,4.84,33,9.69,4.0051,2.0754,0.3327,4826,2188,3,0.34,0,52519,7014
88,ADANIPOWER,Mar 2022,17.73,36,26.61,2.6627,3.3673,0.338,11007,774,13,0.4785,0,49145,10233
89,ADANIPOWER,Mar 2023,27.67,26,35.91,1.4175,4.2927,0.4518,9976,1545,28,0.7746,0,42350,8431
90,ADANIPOWER,Mar 2024,41.37,36,48.28,0.8023,8.2972,0.5472,17651,3481,54,1.1186,0,34616,14170
91,AMBUJACEM,Dec 2012,13.25,25,14.69,0.0068,32.5897,0.7897,1472,388,8,2.8562,43,60,1860
92,AMBUJACEM,Dec 2013,13.95,18,13.51,0.0051,30.7313,0.7071,771,496,8,3.0621,44,48,1267
93,AMBUJACEM,Dec 2014,14.94,19,14.77,0.0034,35.6515,0.7173,1219,456,10,3.2484,46,34,1675
94,AMBUJACEM,Dec 2015,8.56,16,7.87,0.0034,20.5978,0.6677,1474,83,5,3.3132,54,35,1557
95,AMBUJACEM,Dec 2016,7.14,16,7.23,0.0015,23.6732,0.6122,-1355,4165,6,4.9927,50,29,2810
96,AMBUJACEM,Dec 2017,8.24,16,9.41,0.0012,20.3544,0.6649,2678,738,8,5.2071,47,24,3416
97,AMBUJACEM,Dec 2018,11.42,15,13.29,0.0018,24.9588,0.6965,938,765,11,5.6348,14,40,1703
98,AMBUJACEM,Dec 2019,10.27,17,11.56,0.0017,30.5765,0.6746,3548,1191,11,6.065,14,41,4739
99,AMBUJACEM,Dec 2020,12.67,20,13.65,0.0207,37.8143,0.6173,3515,1317,12,5.7322,151,471,4832
100,AMBUJACEM,Dec 2021,12.81,21,14.64,0.0188,44.2603,0.6407,3302,2007,14,6.3864,45,477,5309
101,AMBUJACEM,Mar 2024,14.29,19,11.43,0.0169,28.2645,0.5081,-3295,8941,16,9.4218,12,699,5646
102,APOLLOHOSP,Mar 2013,8.04,16,11.03,0.4416,6.2621,0.7829,-290,733,22,3.9243,25,1213,443
103,APOLLOHOSP,Mar 2014,7.23,16,10.58,0.4515,5.8319,0.8144,17,356,23,4.2529,25,1344,373
104,APOLLOHOSP,Mar 2015,6.53,14,10.56,0.628,6.6441,0.7941,-289,759,24,4.5314,24,1992,470
105,APOLLOHOSP,Mar 2016,3.82,11,7.05,0.8505,4.3111,0.8356,-291,888,17,4.76,35,2834,597
106,APOLLOHOSP,Mar 2017,1.81,10,3.95,0.943,3.0895,0.8955,-529,1152,16,4.7343,38,3125,623
107,APOLLOHOSP,Mar 2018,0.73,10,1.85,1.0538,2.7966,0.9589,132,405,8,4.6457,59,3427,537
108,APOLLOHOSP,Mar 2019,2.08,11,6,1.1017,3.3517,1.0492,194,711,17,4.7629,35,3673,905
109,APOLLOHOSP,Mar 2020,3.84,14,12.93,1.0766,3.4015,0.9963,1004,289,33,4.7714,18,3596,1293
110,APOLLOHOSP,Mar 2021,1.3,11,2.98,0.9038,2.7684,0.927,385,880,10,6.3931,29,4160,1265
111,APOLLOHOSP,Mar 2022,7.56,15,19.7,0.7235,6.7467,1.1057,949,747,73,7.8097,16,4068,1696
112,APOLLOHOSP,Mar 2023,5.08,12,13.62,0.6989,5.6168,1.1523,520,857,57,8.6083,26,4332,1377
113,APOLLOHOSP,Mar 2024,4.91,13,13.48,0.7689,5.5657,1.1384,383,1537,63,9.6333,26,5333,1920
114,ASIANPAINT,Mar 2013,11.04,17,34.28,0.0742,44.0714,1.5483,724,463,12,3.525,40,251,1187
115,ASIANPAINT,Mar 2013,11.04,17,34.28,0.0742,44.0714,1.5483,724,463,12,3.525,40,251,1187
116,ASIANPAINT,Mar 2014,10.34,16,31.27,0.0616,44.3333,1.5133,816,586,13,4.2073,42,249,1402
117,ASIANPAINT,Mar 2014,10.34,16,31.27,0.0616,44.3333,1.5133,816,586,13,4.2073,42,249,1402
118,ASIANPAINT,Mar 2015,10.48,16,30.09,0.0881,56.7857,1.5274,723,465,15,4.9396,42,418,1188
119,ASIANPAINT,Mar 2015,10.48,16,30.09,0.0881,56.7857,1.5274,723,465,15,4.9396,42,418,1188
120,ASIANPAINT,Mar 2016,12.63,19,27.63,0.0495,59.9592,1.3515,1377,866,18,6.7969,41,323,2243
121,ASIANPAINT,Mar 2016,12.63,19,27.63,0.0495,59.9592,1.3515,1377,866,18,6.7969,41,323,2243
122,ASIANPAINT,Mar 2017,13.38,20,26.51,0.0736,90.0541,1.2142,846,681,20,7.9208,51,560,1527
123,ASIANPAINT,Mar 2017,13.38,20,26.51,0.0736,90.0541,1.2142,846,681,20,7.9208,51,560,1527
124,ASIANPAINT,Mar 2018,12.47,19,24.95,0.0634,86.3415,1.2225,557,1556,21,8.7604,41,533,2113
125,ASIANPAINT,Mar 2018,12.47,19,24.95,0.0634,86.3415,1.2225,557,1556,21,8.7604,41,533,2113
126,ASIANPAINT,Mar 2019,11.48,20,23.31,0.1394,36.7182,1.1841,1552,918,22,9.8656,47,1320,2470
127,ASIANPAINT,Mar 2019,11.48,20,23.31,0.1394,36.7182,1.1841,1552,918,22,9.8656,47,1320,2470
128,ASIANPAINT,Mar 2020,13.73,21,27.38,0.1104,44.2353,1.2524,2520,518,28,10.5521,43,1118,3038
129,ASIANPAINT,Mar 2020,13.73,21,27.38,0.1104,44.2353,1.2524,2520,518,28,10.5521,43,1118,3038
130,ASIANPAINT,Mar 2021,14.77,22,25.04,0.0854,56.3913,1.0667,3142,541,33,13.3396,55,1093,3683
131,ASIANPAINT,Mar 2021,14.77,22,25.04,0.0854,56.3913,1.0667,3142,541,33,13.3396,55,1093,3683
132,ASIANPAINT,Mar 2022,10.6,17,22.34,0.1149,53.6842,1.2676,669,317,32,14.3875,61,1587,986
133,ASIANPAINT,Mar 2022,10.6,17,22.34,0.1149,53.6842,1.2676,669,317,32,14.3875,61,1587,986
134,ASIANPAINT,Mar 2023,12.16,18,26.23,0.1209,46.4653,1.3379,2911,1282,43,16.6583,60,1933,4193
135,ASIANPAINT,Mar 2023,12.16,18,26.23,0.1209,46.4653,1.3379,2911,1282,43,16.6583,60,1933,4193
136,ASIANPAINT,Mar 2024,15.66,21,29.68,0.1321,41.0049,1.1871,3556,2548,57,19.5083,58,2474,6104
137,ASIANPAINT,Mar 2024,15.66,21,29.68,0.1321,41.0049,1.1871,3556,2548,57,19.5083,58,2474,6104
138,BAJAJ-AUTO,Mar 2013,15.65,18,38.85,0.0144,4446,1.584,824,1394,108,2.7907,42,116,2218
139,BAJAJ-AUTO,Mar 2013,15.65,18,38.85,0.0144,4446,1.584,824,1394,108,2.7907,42,116,2218
140,BAJAJ-AUTO,Mar 2014,16.79,21,33.24,0.0058,4837,1.3155,1430,2072,117,3.518,43,59,3502
141,BAJAJ-AUTO,Mar 2014,16.79,21,33.24,0.0058,4837,1.3155,1430,2072,117,3.518,43,59,3502
142,BAJAJ-AUTO,Mar 2015,14.01,19,27.27,0.0101,726,1.3526,1734,380,105,3.8391,48,112,2114
143,BAJAJ-AUTO,Mar 2015,14.01,19,27.27,0.0101,726,1.3526,1734,380,105,3.8391,48,112,2114
144,BAJAJ-AUTO,Mar 2016,17.99,21,28.97,0.0084,5987,1.3094,3622,68,140,4.8512,39,118,3690
145,BAJAJ-AUTO,Mar 2016,17.99,21,28.97,0.0084,5987,1.3094,3622,68,140,4.8512,39,118,3690
146,BAJAJ-AUTO,Mar 2017,18.75,20,22.84,0.0067,5897,1.0054,-343,3610,141,6.1785,39,120,3267
147,BAJAJ-AUTO,Mar 2017,18.75,20,22.84,0.0067,5897,1.0054,-343,3610,141,6.1785,39,120,3267
148,BAJAJ-AUTO,Mar 2018,16.74,19,20.66,0.0059,6250,1.0027,2374,1954,146,7.0675,41,121,4328
149,BAJAJ-AUTO,Mar 2018,16.74,19,20.66,0.0059,6250,1.0027,2374,1954,146,7.0675,41,121,4328
150,BAJAJ-AUTO,Mar 2019,16.23,17,21.21,0.0054,1806.5,1.0529,2214,273,170,8.0391,35,125,2487
151,BAJAJ-AUTO,Mar 2019,16.23,17,21.21,0.0054,1806.5,1.0529,2214,273,170,8.0391,35,125,2487
152,BAJAJ-AUTO,Mar 2020,17.42,17,24.06,0.0058,2313.6667,1.1286,5616,1766,180,7.4955,67,126,3850
153,BAJAJ-AUTO,Mar 2020,17.42,17,24.06,0.0058,2313.6667,1.1286,5616,1766,180,7.4955,67,126,3850
154,BAJAJ-AUTO,Mar 2021,17.51,18,17.81,0.0044,929.7143,0.8256,251,2869,168,9.437,83,121,3120
155,BAJAJ-AUTO,Mar 2021,17.51,18,17.81,0.0044,929.7143,0.8256,251,2869,168,9.437,83,121,3120
156,BAJAJ-AUTO,Mar 2022,18.6,16,20.65,0.0041,881.1111,0.944,4473,276,213,10.3318,66,123,4197
157,BAJAJ-AUTO,Mar 2022,18.6,16,20.65,0.0041,881.1111,0.944,4473,276,213,10.3318,66,123,4197
158,BAJAJ-AUTO,Mar 2023,16.62,18,20.64,0.0042,204.2,1.0375,6488,1211,214,10.3753,65,124,5277
159,BAJAJ-AUTO,Mar 2023,16.62,18,20.64,0.0042,204.2,1.0375,6488,1211,214,10.3753,65,124,5277
160,BAJAJ-AUTO,Mar 2024,17.18,20,26.61,0.066,174.4167,1.1405,6486,72,276,10.3806,29,1912,6558
161,BAJAJ-AUTO,Mar 2024,17.18,20,26.61,0.066,174.4167,1.1405,6486,72,276,10.3806,29,1912,6558
162,AXISBANK,Mar 2013,19.05,1353,15.62,8.9346,1.2697,0.0798,-8366,10939,22,7.085,16,296254,2573
163,AXISBANK,Mar 2014,20.29,2307,16.19,8.6801,1.3034,0.0793,298,14166,26,8.1694,15,333280,14464
164,AXISBANK,Mar 2015,20.74,3097,16.37,9.0467,1.3313,0.0759,-23134,7972,31,9.4829,15,406638,-15162
165,AXISBANK,Mar 2016,20.06,3466,15.36,8.8155,1.4273,0.075,-25284,9211,35,11.2283,14,472150,-34495
166,AXISBANK,Mar 2017,8.26,-5715,6.53,9.355,2.0353,0.0728,19751,12458,15,11.7704,33,527437,32209
167,AXISBANK,Mar 2018,0.6,-10277,0.43,9.5227,2.6327,0.0651,-48397,10007,1,12.516,0,611425,-38390
168,AXISBANK,Mar 2019,8.51,-5447,6.9,10.5011,2.0674,0.0675,18451,18674,18,13.1911,6,711996,37125
169,AXISBANK,Mar 2020,2.6,-9859,1.88,9.2349,2.2559,0.0675,20931,9485,6,15.3085,0,797337,30416
170,AXISBANK,Mar 2021,10.4,-2510,6.36,8.2104,2.5885,0.0633,-41655,54288,22,16.8995,0,850551,12633
171,AXISBANK,Mar 2022,19.33,3170,11.01,8.633,1.9688,0.0563,1025,27112,42,19.2607,2,1020943,28137
172,AXISBANK,Mar 2023,11.25,13857,7.38,8.8768,1.8029,0.0633,-10276,32351,31,21.1026,3,1152038,22075
173,AXISBANK,Mar 2024,22.73,11952,15.83,8.2491,1.6912,0.072,-14556,9001,81,25.4494,1,1295302,-5555
174,BAJAJFINSV,Mar 2013,27.49,49,28.38,1.6651,3.2666,0.1232,-3969,2953,10,9.7525,2,12991,-6922
175,BAJAJFINSV,Mar 2014,36.38,75,23.53,2.0948,2.8771,0.081,-6043,3764,10,11.64,2,19507,-9807
176,BAJAJFINSV,Mar 2015,21.25,49,21.72,2.3728,2.4749,0.1285,-7022,3709,11,13.8613,2,26312,-10731
177,BAJAJFINSV,Mar 2016,13.51,33,20.41,2.6518,2.3424,0.1975,-10681,886,12,16.9988,1,36062,-9795
178,BAJAJFINSV,Mar 2017,14.08,36,21.36,2.9894,2.3447,0.1905,-10771,151,14,20.1887,1,48282,-10922
179,BAJAJFINSV,Mar 2018,12.71,33,20.39,3.2073,2.3812,0.2035,-20502,922,17,25.6038,1,65695,-19580
180,BAJAJFINSV,Mar 2019,12.61,35,22.64,4.2019,2.2591,0.2044,-33979,6903,20,29.675,1,99754,-27076
181,BAJAJFINSV,Mar 2020,11.03,34,19.15,4.064,1.9219,0.2163,-33317,9948,21,39.1275,2,127212,-23369
182,BAJAJFINSV,Mar 2021,12.16,32,20.56,3.5853,2.1171,0.2165,863,3684,28,44.7875,1,128461,4547
183,BAJAJFINSV,Mar 2022,12.15,31,20.66,4.0047,2.229,0.2052,-32225,1445,29,50.3088,1,161179,-33670
184,BAJAJFINSV,Mar 2023,14.88,36,26.31,4.574,2.4127,0.2024,-53425,13945,40,29.1868,2,212265,-39480
185,BAJAJFINSV,Mar 2024,14.13,37,25.85,4.7894,2.1971,0.2054,-79634,10960,51,37.9421,2,288933,-68674
186,BAJAJHLDNG,Mar 2013,550.74,95,17.94,0,,0.0313,104,369,167,9.3198,15,0,473
187,BAJAJHLDNG,Mar 2014,469.98,94,16.57,0,,0.034,353,519,179,10.8099,17,0,872
188,BAJAJHLDNG,Mar 2015,387.21,92,15.15,0,,0.0377,332,464,182,12.0658,19,0,796
189,BAJAJHLDNG,Mar 2016,481.91,91,14.81,0,,0.0304,2166,1019,204,13.7775,16,0,1147
190,BAJAJHLDNG,Mar 2017,293.71,75,13.88,0,,0.0471,-1295,372,222,16.0523,15,0,-923
191,BAJAJHLDNG,Mar 2018,632.14,85,10.54,0,,0.0166,508,1123,239,22.7036,17,0,1631
192,BAJAJHLDNG,Mar 2019,707.19,80,11.31,0,,0.016,465,163,274,24.2811,12,0,628
193,BAJAJHLDNG,Mar 2020,708.05,69,11.09,0.0061,258.3846,0.0133,1120,800,269,25.0117,15,168,1920
194,BAJAJHLDNG,Mar 2021,799.56,77,9.83,0.0037,950.75,0.01,-36,308,328,33.4838,12,136,272
195,BAJAJHLDNG,Mar 2022,852.48,76,9.63,0.0027,1421,0.009,1459,151,364,38.5964,32,114,1610
196,BAJAJHLDNG,Mar 2023,947.51,73,11.19,0.0021,721.8571,0.0098,1591,137,436,39.8036,28,93,1728
197,BAJAJHLDNG,Mar 2024,432.73,92,13.58,0.0012,3764.5,0.0261,1469,472,653,48.8712,20,63,1941
198,BAJFINANCE,Mar 2015,16.65,1367,18.71,5.5531,68.3462,0.1645,-7424,360,18,9.6,10,26655,-7064
199,BAJFINANCE,Mar 2016,17.52,1986,17.22,4.9852,68.0286,0.1554,-10557,687,24,13.7537,10,37025,-9870
200,BAJFINANCE,Mar 2017,18.42,2867,19.13,5.1302,149.0455,0.1564,-13486,3047,33,8.8073,11,49250,-10439
201,BAJFINANCE,Mar 2018,19.58,3935,15.75,4.1997,414.6,0.1503,-19491,1075,43,13.7809,9,66557,-20566
202,BAJFINANCE,Mar 2019,21.61,6310,20.28,5.1575,422.1538,0.1488,-34441,5379,69,17.1278,9,101588,-29062
203,BAJFINANCE,Mar 2020,19.96,7608,16.28,4.0153,1020.8889,0.1604,-33170,8758,87,26.94,11,129806,-24412
204,BAJFINANCE,Mar 2021,16.57,6314,11.97,3.5656,3621,0.1556,-1236,429,73,30.765,14,131634,-807
205,BAJFINANCE,Mar 2022,22.21,9906,16.08,3.7799,-700.6471,0.1489,-30743,6347,116,36.1264,17,165232,-37090
206,BAJFINANCE,Mar 2023,27.79,16018,21.17,3.9853,-2546.4,0.1505,-52506,10394,190,44.9355,16,216690,-42112
207,BAJFINANCE,Mar 2024,26.29,19987,18.84,3.8248,2689.1667,0.1463,-79931,7171,233,61.8516,15,293346,-72760
208,BANKBARODA,Mar 2013,13.25,1006,14.51,15.2993,2.4281,0.0651,22682,514,23,7.8681,19,509192,23196
209,BANKBARODA,Mar 2014,12.45,809,13.31,16.3018,2.1694,0.0598,41503,730,23,8.7812,19,616973,42233
210,BANKBARODA,Mar 2015,8.79,902,9.4,15.838,2.4716,0.0612,17282,556,18,9.4635,18,665483,17838
211,BANKBARODA,Mar 2016,-10.99,-11700,-11.84,14.5998,4.2331,0.0663,-14016,4005,-22,9.1998,0,620536,-10011
212,BANKBARODA,Mar 2017,4.17,-4372,4.31,15.0579,2.4241,0.0618,17314,551,8,9.3219,15,648499,17865
213,BANKBARODA,Mar 2018,-3.99,-9197,-3.94,14.4378,3.2624,0.0616,-60106,414,-7,8.786,0,672311,-59692
214,BANKBARODA,Mar 2019,2.2,-5414,2.12,13.3547,3.2718,0.0645,-3986,2537,4,10.3766,0,734456,-1449
215,BANKBARODA,Mar 2020,1.24,-11728,1.29,14.0463,3.3277,0.0657,18392,139,2,8.2275,0,1068981,18531
216,BANKBARODA,Mar 2021,2.18,-6957,1.97,12.9527,2.5915,0.0618,-1358,471,3,7.9527,0,1067173,-887
217,BANKBARODA,Mar 2022,10.81,-2948,8.64,12.9024,2.606,0.0548,2565,3645,15,8.8677,19,1185331,6210
218,BANKBARODA,Mar 2023,15.88,6329,14.28,12.7799,2.3495,0.0619,-22450,1096,29,10.1404,19,1342592,-21354
219,BANKBARODA,Mar 2024,15.94,4102,15.76,12.1437,1.8967,0.0715,-7559,1285,36,11.5553,21,1453761,-6274
220,BHARTIARTL,Mar 2013,2.95,30,4.5,1.3262,5.3372,0.4871,3932,18676,4,2.6499,17,66736,22608
